Sample_Name,Group,AKT1,ALDH1A1,ALDH3A1,ATF4,ATF6,ATM,BACH1,BAX,BBC3,BCL2L1,CDH1,CDH2,CHEK2,CMBL,DDB1,DDIT3,EIF2AK3,ERCC1,FDXR,FOS,FOSL1,GADD45A,GAMT,GCLC,GCLM,GSTP1,HEY1,HIF1A,HMGB1,JUN,KDM5B,A,B,C,D,E,KDM5C,MCL1,KRAS,KMT2D,KMT2A,KEAP1,NFE2L2,NANOG,PMAIP1,PHLDA3,PHB,PCNA,PARP1,SERPINE2,RIPK2,RB1,SOD2,SFN,SESN2,TDGF1,STAT1,TWIST2,TP53I3,ZEB1,WNT5A,PTAFR,SNAI1,STAT3,SRC,TWIST1,TP53,TIGAR
A_C21,Group1,13.51555941,10.29815412,16.76226363,11.37535802,13.74507994,15.81203043,15.42484868,11.64216233,16.65245001,12.39794102,19.72900617,13.74890123,16.14822477,15.02398924,13.71133598,15.92204869,16.21052073,13.20644914,13.91062752,11.50288949,13.49021066,14.81650405,15.0815875,15.87979664,12.9678937,11.77674277,18.17095342,10.17651444,11.17190015,18.18025406,16.69647956,10.19326316,12.08620241,17.18035576,13.40838784,13.25085016,13.11212923,12.09536724,14.00537871,14.68043318,13.48583613,16.05832125,13.15556221,14.86662065,19.51317792,13.56422746,11.66982647,14.29049875,13.3895638,15.21017159,13.8330972,17.99580428,14.54352182,16.61554492,13.45043899,16.43751213,15.75888581,17.30904025,14.5620485,14.51059581,15.00619586,16.44946364,22.29494439,13.77391734,14.67497359,17.25946895,10.97544258,13.78209886
A_C73,Group1,13.67995527,11.5023627,15.48481988,12.17349272,15.42193054,20.52196088,17.54516847,12.29237798,15.91824319,13.39647433,,16.15954575,16.50763297,15.31630589,14.49260534,15.06415765,16.1107832,13.47767549,12.82385343,14.0524013,15.34811813,16.3306093,16.7487881,16.5114677,13.70605527,12.59794799,20.98905121,10.5994299,10.5075513,18.11026073,18.07126626,10.57173037,14.09037499,16.6715072,14.61022192,13.20891615,14.49491667,12.69476818,15.43301559,15.61304116,15.51289724,16.44620804,14.29687039,16.42429532,19.73664806,13.66406281,12.69141751,12.78593268,15.2385881,16.0737831,14.50644575,17.48043031,15.50071527,15.79489171,14.69508597,17.68309777,17.28291373,19.99451978,14.75067083,15.47557059,19.37988309,18.46131584,,14.6438713,16.1236299,20.79096019,11.91139879,14.15041232
A_C72,Group1,14.57046791,10.64009552,11.04560924,11.86020829,15.73559873,15.66857941,15.7372752,13.79588491,18.76031152,13.36077354,15.84601378,14.58774898,15.82544584,16.44176813,14.70232006,15.62639672,19.16168094,14.99187466,16.45585403,13.24895869,13.82586872,16.3082594,17.45846012,15.68003011,13.57171425,13.2256544,19.77243523,10.49934318,12.68569405,15.88911772,17.48757119,10.57167888,13.46869878,17.31375141,14.68538969,14.70725976,14.7333756,12.60990596,15.89608693,16.24819531,15.37692609,16.3000747,13.90753191,16.16929879,18.92040207,14.74434598,14.18173607,15.03181691,15.30101406,15.84456813,15.42833637,18.51124572,15.324701,16.69464728,15.34631994,16.90707107,16.06384488,17.62676509,15.59551235,15.28217805,17.02756107,19.18313171,21.51526647,14.28580378,14.68024311,22.47109505,13.60189198,16.61372992
A_C74,Group1,15.83529773,11.15534018,18.74406692,10.50203998,14.3877855,14.6199498,16.39832863,12.03742159,16.74592214,14.68490496,19.22445235,15.10763769,16.15895384,15.33835835,13.1220929,14.06984043,15.51728772,12.27326493,12.1554694,18.35684162,10.79400667,17.13639278,16.99236729,15.62725337,12.36288629,10.95086605,18.77227745,13.30743792,11.0133823,14.77370845,15.41160024,9.597783837,14.71325567,17.26939956,14.46205205,13.74427537,13.86832156,12.84790391,13.73685482,15.19973997,15.26564531,16.47917234,13.84424979,15.55460643,18.29913438,14.58531115,11.55729275,12.97133667,13.87387843,20.14083962,14.13421727,18.12919235,15.40274086,15.4960191,12.16390574,16.84295761,14.79926497,17.74884767,14.07064675,15.5262385,,16.8350355,15.95075092,14.29044916,15.12393266,18.29426187,11.48666582,13.94136838
A_C71,Group1,15.61489883,10.45135692,15.23764773,12.92940845,17.12789728,15.99896448,16.21629467,13.50017662,18.30198607,14.13908291,15.8109687,16.67559964,17.0658963,17.16907683,14.61480673,14.65260987,18.29452645,14.62309402,14.92266143,10.6014226,15.17531809,17.16610604,16.59850799,16.53763845,15.13405957,13.53990154,23.0911336,11.257135,11.93000526,,17.75721157,11.47766482,12.81644812,19.31376434,15.82250228,15.6595467,14.62359128,12.83359271,15.03804739,17.45986844,16.39438273,16.7956535,13.87964019,16.10145646,19.08754584,14.11907336,13.98824125,14.67464707,15.22268995,16.12488442,15.42205345,19.09618099,15.54107152,16.11123723,16.91317402,17.29574529,16.49351551,17.41885571,15.86444228,15.92280154,15.97210315,17.76249846,,14.77756297,15.34249614,17.23568639,12.76910006,16.04077681
A_C75,Group1,14.12873023,8.982510762,13.2315593,11.27116051,15.22210285,15.74219217,15.59360689,15.21876487,18.38355884,12.67564654,14.8427239,15.1152087,15.93148575,15.10905751,14.04390115,14.2211379,16.84754557,14.4966577,16.32396854,11.81390048,14.84946589,19.86695448,17.35126803,14.2954907,12.80322181,12.64583021,,9.489780277,12.31855695,14.33966186,16.80425964,10.70510032,12.93078636,18.9984499,14.3249618,14.62057918,14.13357531,12.49200357,13.97091885,16.09301436,14.86261157,15.36496817,14.05815047,15.98358446,18.98586991,15.32179846,13.23520165,15.63207969,14.24643935,16.23211142,14.11198434,18.1445908,14.48006852,16.35846525,17.35436501,17.39710535,13.98052021,19.43706659,15.18176249,17.18531824,17.12419068,18.02634895,19.69786301,14.58526765,13.67806908,19.42786229,12.42912137,15.76229592
A_C70,Group1,15.04816681,10.6303756,13.40574305,12.23785107,15.15675395,16.52394853,16.1377878,15.00037333,18.92370844,14.76274019,15.95392658,16.01783657,17.02641732,15.35039009,14.25840757,17.49014268,16.85838958,14.71527504,17.54227866,11.43513557,14.92800418,16.52398926,15.92633284,17.96092588,13.8937762,12.71208769,17.28449093,10.80407794,12.44607958,21.99947678,15.58927335,10.7549851,12.37076384,19.08012559,14.5277697,15.28501788,14.92573788,12.00129111,15.53447696,16.0159468,15.44189211,16.67584985,13.43597375,16.25784666,19.78304967,15.53416066,13.89973538,15.30660077,14.42178624,15.95536418,14.35164538,19.03819594,15.39505955,17.44998537,16.36738594,17.67795934,15.27828044,20.01150184,15.41630934,15.55528703,14.2461742,18.6842404,20.37672736,14.56689323,14.54033448,19.28835039,13.07307405,16.62162902
A_C27,Group1,15.29990002,12.41323764,17.12631489,13.07188788,16.72305297,17.17730983,18.61995678,14.53377883,17.66110043,15.35577071,20.02734208,14.64389553,17.24574609,16.82271514,15.33482532,,18.34218513,15.28310339,17.12228554,12.61225277,16.59424105,17.91245431,17.84306463,17.02023941,14.96767045,13.27746009,18.71017283,11.68903652,12.29048833,17.37157446,18.35638581,11.46152958,13.92804404,20.52115365,15.56098435,15.82598564,16.24795477,13.06469661,15.30911071,17.07538863,15.85824686,17.55848394,14.45299313,16.40553403,20.51974839,15.0230757,14.11572852,15.94506257,16.05398979,15.7029989,15.7444937,19.48902143,15.63046497,18.41821946,18.62310945,18.40268524,17.69811466,17.78072567,17.0456146,16.26840162,17.94499082,18.44785052,17.18734267,16.09153167,14.90640132,19.09441331,13.07248275,15.8753789
A_C22,Group1,14.23970173,10.70843222,10.74875703,13.12932245,16.53095153,18.6494387,16.27064245,13.81436321,18.90898417,12.91725452,16.12597173,15.69259961,16.379477,15.84549931,14.17167827,15.78609323,17.02577116,15.73667166,14.78195189,12.91159872,15.68048284,19.66124081,18.06160805,15.64378091,13.49275772,12.44031945,19.63676161,10.65493403,12.73644273,17.64802139,18.3544419,11.48286862,12.85817573,21.40351028,16.09390382,14.78749815,14.54554192,12.6924901,15.31068702,16.71586018,15.47360261,15.61584995,14.99611657,15.92963558,19.64709748,15.44754103,13.77224965,13.80306827,14.97968409,14.2364143,15.78823504,18.8168707,14.89633947,17.0379847,,17.1440301,15.72498705,18.182774,16.66370657,16.2685421,16.98318598,18.74021854,17.95323515,14.82493551,14.04465672,,13.11843261,15.17979714
A_C26,Group1,15.15957885,10.74559691,15.84870587,12.60803391,15.44703914,17.81803934,17.6821661,12.97117938,18.35523241,13.88751457,15.14752995,14.81556149,16.78300994,15.91388804,14.40631455,15.90952663,16.81512769,14.60731542,14.47952729,13.68613658,16.51977474,17.05596328,16.6785162,14.76034679,13.6012711,12.46763648,18.80481464,10.83953454,12.10672473,17.83756644,19.53836286,11.11910822,14.83791818,17.96958938,14.62844015,15.42515999,16.01670106,14.03960135,15.880161,16.49957671,16.20087314,15.96147742,15.82176979,17.3855154,20.26618312,14.06277849,14.16831242,13.89775616,14.7749265,17.70523168,14.14626221,17.24236028,16.48204603,17.28484412,16.44265465,17.84502879,15.51227599,18.13732885,15.02822571,15.46196432,20.17541619,18.57390025,18.78793032,15.1246079,13.42436212,,11.70580351,17.0080488
A_C23,Group1,15.05707343,10.63859641,11.02588833,12.82368894,15.85015336,16.88133411,16.20237974,12.92990681,16.75136899,13.14969021,15.37634761,15.93453139,15.54048776,15.8153243,14.56783432,15.9512262,16.75196666,14.39464337,14.90165939,12.03754533,15.26746561,17.19157504,17.00349597,15.49472725,13.12266285,12.41727828,20.91357051,10.78671671,12.18686114,16.97198086,17.96201715,10.83835906,14.90428811,17.90838937,14.43500125,15.06222111,15.17118688,13.42838183,16.10071253,16.4692462,15.54106192,16.44849938,13.17796134,15.84854957,20.45683949,14.68158951,13.33915764,13.02776762,14.00425875,,13.91316162,18.4812837,15.46401733,16.33353072,15.33701845,17.04779946,13.41531071,18.41573016,15.52854587,16.3072312,17.45756747,18.06892044,19.7210362,14.08882499,14.7711019,20.08424873,13.18671855,15.60488668
A_C25,Group1,13.94495763,9.413095254,12.85904885,11.83328506,15.14016374,14.83176724,16.8387723,12.45899202,16.95718172,12.63515772,17.19350912,14.87612197,15.29385153,15.3305668,13.79711705,17.09842801,15.48728246,13.97995469,15.01018462,13.01265742,15.86569599,16.86055781,15.8700987,14.19495319,12.00239616,10.91443991,,10.72923103,11.74136345,16.16510303,14.73936956,10.11101467,13.76792576,16.50914869,14.3460893,13.34672248,14.04483162,13.22677962,14.98312456,15.36131264,15.00416003,16.47198555,13.71783994,15.5405372,20.18430634,14.18547241,12.27498889,14.44524181,13.70814873,13.14706431,13.56217406,17.33082241,14.88655071,17.38160287,14.70013928,17.19968937,15.10658661,17.15590607,15.05093954,16.55059743,17.65333711,18.19530923,16.40725496,14.77470141,12.85671848,18.06571288,11.17038825,15.01801905
A_C24,Group1,14.9091554,10.39843154,12.85747718,13.18239976,19.20683083,15.92363791,15.80734931,14.11411946,18.32267428,16.26962047,15.79333093,16.92693562,17.91902177,15.70338616,15.12007348,16.80636177,18.87651321,15.4019219,18.64702985,11.13136987,14.19362031,16.06543499,17.11364942,16.22697314,14.69170273,13.34909154,18.71817135,10.86964623,13.60353416,17.20602586,17.3989942,12.41384712,13.45254709,17.38287556,15.71585375,16.73975343,15.14436855,12.43242495,14.67672656,16.85017138,16.86000477,16.60334912,14.42007872,16.39401448,18.9834246,15.47295324,14.10666919,14.92895566,15.44564555,18.02710505,15.72729293,18.36140618,15.36653152,16.11055698,16.420422,17.75283315,16.43656534,20.16015725,15.02419378,16.25792297,21.34447635,18.08404594,18.37604695,14.19995965,14.98356292,19.83691023,13.26868914,16.45762616
B_C94,Group2,16.17263855,12.65778951,15.74136417,12.92320737,17.30787059,15.21888301,17.61859227,15.24372534,17.33793065,14.75719339,19.61520007,18.21001269,19.01559302,18.65706119,15.35721587,18.33172019,17.69602659,15.49670944,18.10883431,13.99984521,16.02419378,19.90804027,18.17247676,19.83331971,15.32709296,15.02698484,18.96042559,11.26069051,14.84084857,18.19831066,20.36752871,13.54406825,14.45958706,17.5601227,16.04020578,16.27426288,16.1232271,14.01650257,15.7567171,17.70617533,15.58706203,18.44066728,15.04607558,16.4168707,20.95844823,16.7485439,15.33674609,14.02647574,17.26977038,16.71647262,17.24723908,18.9304053,13.57199883,16.56513846,16.27671094,17.58100978,16.87879161,20.60859437,19.51502339,17.28113407,15.14152651,17.96609779,18.70006099,15.44204122,15.30312371,,15.63033161,17.11160823
B_C95,Group2,13.72336387,10.32777414,12.53634218,12.88948329,17.20716345,15.14631183,16.3238724,13.69083055,19.10874441,13.38550364,17.83348466,16.44357157,16.01706002,15.08879078,14.55584323,17.68272446,16.38950315,14.70696296,16.21868488,12.24858203,15.57375697,17.27570278,16.51592901,16.32304497,14.82310415,13.29611925,18.59902432,9.658376784,12.95790234,18.83167548,16.86539251,12.08547931,14.03680438,16.2357863,14.49967245,16.54912149,15.1472011,13.34913814,16.52421695,17.01393147,15.98468952,16.01167169,14.31611675,16.53167598,21.51785445,15.2411254,14.02645273,15.56787773,14.1971966,15.77010903,15.2407018,18.25831549,15.02616026,17.5797416,16.62905221,17.18210273,15.99214933,17.71931169,15.43680263,16.28630054,17.23721444,19.17221714,,12.58961658,13.85482688,20.69172547,14.62294316,15.78875998
B_C96,Group2,14.21976338,11.09858461,11.26265876,12.16643592,16.14545106,14.48972479,17.77719625,12.53123717,15.49589144,12.67532287,19.10425355,17.3176287,16.30312695,13.68501947,13.85865912,18.16197466,16.57544805,13.72939696,12.07974295,13.02638269,14.4718506,15.62135072,15.58278915,16.24142582,15.43271998,12.8867845,20.76427954,11.037144,11.81587342,18.74812944,17.36718608,11.32343081,14.83266252,17.17776577,14.75592475,15.12242732,14.32487795,13.33051588,15.05807104,16.24391964,16.14319242,16.63531913,14.76053565,15.5104123,18.48014052,13.21768972,13.62810374,12.39467075,14.53056667,15.22345897,15.35925002,17.65438944,14.86899809,14.08249404,16.25792077,16.78528435,16.15743574,17.53078617,13.68968776,15.66096309,15.4157606,17.48920818,17.04013375,14.66447166,14.09664662,20.36400892,15.52122373,18.27498219
B_C49,Group2,15.04548782,9.694552396,12.72523323,13.20469908,17.48586759,15.67791459,,14.37742201,16.68900573,13.265935,17.86842289,17.50382119,17.89843674,16.21359651,15.71031457,20.24313822,15.96906691,15.40359721,15.75092825,14.44302239,15.64789695,18.32380392,18.51558301,16.35627288,14.32407083,13.48814049,18.36844825,11.91174233,14.18800856,16.65950155,16.30693932,13.34167928,13.61655611,17.75183959,15.08167326,17.82183302,15.02955968,14.42305306,17.41047209,17.93157797,15.38873274,17.28392946,14.55422183,16.50175365,19.61649801,15.09442548,15.04367121,15.74964722,16.72098819,14.62899158,15.76674903,17.77952525,14.69041408,17.26827356,19.97857466,17.30083586,14.93772383,17.31024559,17.73674678,14.67811736,17.96823136,18.24096039,17.29985289,15.89290543,12.48862075,18.75054956,15.40521551,16.73920779
B_C01,Group2,15.57825513,11.61376904,18.00341302,13.54901938,19.81922957,16.47077138,19.22840122,14.14383581,17.71947239,14.45912053,16.68565012,18.35557229,19.63830785,17.77441395,15.20169897,17.38397087,17.3679708,15.16126621,16.28884714,14.35974754,17.59864085,17.45885714,18.72591388,18.66172836,15.60607305,14.58376296,18.02897313,11.31103709,14.32492561,18.86326582,18.75970737,14.2783691,14.05737874,17.79761497,16.23623025,16.51029355,15.78196609,15.70837184,16.03930847,16.82768503,15.43617213,18.035598,16.05163161,16.68048024,21.45079061,14.9608352,15.78765832,15.72776995,16.20585301,17.37542451,17.49520237,20.83969752,15.87432794,16.68124451,18.86651376,16.89594186,19.89385309,17.55430109,17.59378461,18.01669059,17.43876825,18.47734995,16.24277622,16.51263039,14.5064291,,17.43994235,16.85198985
B_C02,Group2,14.95210913,12.67018718,13.31332031,13.45692775,17.47314313,16.14189421,17.04221833,14.19017027,17.30711911,15.08333696,,18.35933567,16.65535893,15.5645163,16.10986895,,18.25791344,15.43534344,16.78323493,12.79131459,16.45159631,17.64522706,18.00797304,18.77573499,17.85132415,14.07613879,18.37176438,11.22889451,13.99677328,17.28078172,17.83366422,13.52660513,13.7185464,17.04418218,16.36339844,16.65030508,15.36063066,14.69029448,15.78007311,18.71894173,15.28393453,17.36734428,15.48603528,15.92695246,19.32672831,15.85038948,15.73959035,14.21281912,16.12311986,14.21998435,17.01608454,18.65658071,15.71195507,16.50994827,18.97750522,17.21161236,,17.20534063,17.96715667,17.28234651,15.38138604,17.90380897,15.99138184,16.8643517,14.04604163,17.80538373,15.18127119,17.39430155
B_C03,Group2,14.97816269,15.28636629,17.066285,11.73721507,15.87966995,14.671242,16.48264375,13.57549047,16.55251916,15.29678679,17.61757476,16.51560595,16.71142401,15.39447442,13.86215953,17.67091721,15.50845927,14.20094636,15.77742203,18.69146254,16.23062039,17.31227089,17.36602959,16.64114496,15.00123005,14.33612832,18.21602216,14.03236372,13.24744786,15.82333052,21.17879654,11.76848094,15.86078466,17.96365964,14.43068538,15.29402858,14.28015343,10.9757152,14.62699744,16.7607327,15.44814725,17.35299083,15.27650846,16.18945061,23.56474216,15.47950065,14.82207781,13.9428168,15.13236098,18.76951937,13.70136166,17.38688929,15.6138041,14.30168679,18.66253383,17.95715638,16.91021304,16.6829669,17.26289258,15.76674748,21.15654284,19.16208536,15.10096185,15.47005318,13.92681487,18.14917323,14.4855928,18.01121568
B_C91,Group2,14.75555749,10.04268686,11.40088019,13.27286072,16.32438724,16.62543045,16.76289879,13.94950548,18.82261429,13.10238336,16.00470455,17.06125346,16.56400124,15.77747742,15.30497236,17.43044798,18.03892246,14.68560727,16.31419054,16.16666579,15.57625239,17.10279166,16.99390425,16.28769289,14.58392124,13.38982226,,10.29070813,13.23285668,15.81216223,16.58220807,11.29465601,13.11794736,16.83571669,14.30878122,16.27637193,15.56134644,13.67293751,16.22653553,16.85372749,15.83328704,17.19679288,15.54784081,16.96077713,20.83523354,15.63165911,14.00596611,15.74221725,15.12046738,15.8686934,16.10573476,19.34221914,16.0810339,17.88325334,16.00771534,17.4814643,16.99239704,17.52657459,16.36750945,15.38764563,17.81152792,19.34165088,,14.13669807,14.03349222,19.03463086,15.4918518,16.46598778
B_C92,Group2,16.00438434,12.74474474,13.75137273,13.80450644,17.34414894,17.48796581,16.48397189,14.56706667,17.1000536,14.60147527,20.34578583,18.02921578,18.04597746,,14.93674055,16.78403544,17.25207767,15.21318003,15.86932855,19.39100522,15.86424446,20.4663035,18.55792095,16.42596041,14.01252034,14.32646085,20.11884933,11.02878763,14.70939134,18.84181189,17.2656748,12.21930184,14.97147806,17.62515478,17.25464564,16.09244619,15.98037006,14.84303863,15.45067122,18.45349906,15.22756448,18.8998745,14.97873256,17.73118217,20.87232678,15.91884581,15.71877081,16.00759402,16.04073962,16.36626845,17.12835804,19.61023235,10.91848798,16.83061426,17.6439798,17.07646207,17.77789414,20.10555133,17.01262455,18.95944024,15.11616167,18.05202961,23.29250367,15.18085097,15.91269884,,15.15059739,17.64764343
B_C53,Group2,15.76627506,12.82766895,13.32456054,14.43586488,18.51564013,16.60263855,18.42533556,14.24882484,17.19136453,13.63710721,18.60846753,20.24633768,20.26959897,16.97311969,15.66777961,,20.23702757,15.74903689,16.20473523,14.87644624,16.30353444,18.26471466,18.1271731,17.13844116,14.25837606,14.5980004,,10.72799405,14.18136591,16.20486024,17.3990586,12.88598166,13.37121737,16.64438517,16.57623492,16.66374927,15.88655758,14.49506061,16.20613219,17.27763601,15.7266342,18.06631034,14.95440046,16.11751137,21.16875963,16.94952014,14.5007305,13.25791159,14.87870666,15.30879192,18.39764513,19.50943066,15.45011501,15.9947134,18.50285763,17.10873099,17.43056438,18.50485228,17.39935332,17.37065439,15.98344962,18.08223481,17.87655566,14.89109332,14.69450638,19.29269477,15.52785994,16.46534255
B_C52,Group2,14.65020946,10.11867647,8.767643203,13.53233604,16.74150817,15.50398292,16.73493631,14.23366095,17.34045499,13.31446491,17.05351142,20.40300004,16.1653425,15.55256962,14.64222932,18.43294583,18.38612833,14.04469873,16.91540048,14.59399868,14.91959443,21.3388414,16.94171955,15.09485462,13.52498869,13.17005953,21.55978005,12.10095342,13.14756559,16.82765897,17.31691552,11.3459906,14.33941776,16.53530879,14.79657795,14.63977751,15.93997611,13.97838637,15.62623201,16.51964414,15.63765842,16.79167932,15.30775734,15.60695815,20.34203307,14.86990829,13.88129656,12.51999912,14.6087053,14.5349106,15.50516085,19.00000783,14.68325505,16.41370124,18.56231996,16.36028932,15.09852132,18.24135204,17.13179843,15.22892645,17.29972477,19.17479924,,14.15408867,13.30209193,18.93672554,14.9423531,16.01668135
B_C45,Group2,15.34780639,11.60726903,14.76450896,13.77443606,17.27736014,17.55491984,15.55849266,14.7080554,17.61303966,14.19420323,16.92392606,19.34650792,19.15239085,16.21209813,15.22571095,,17.77693532,15.42629032,18.74135373,16.51549141,16.46573254,18.12111697,19.02023965,16.1825121,14.57212707,13.99720887,18.03522478,11.11451917,14.20985988,15.64714857,17.88906074,11.96215178,13.70384843,16.80441737,15.75316035,14.95621449,15.80534095,15.36646613,16.96371705,17.17741849,15.83276392,18.92980327,15.26676381,17.00858993,21.94488024,15.83173445,15.29816273,14.31327209,15.99060161,17.09163649,16.21772196,20.86483445,15.09432187,17.66712052,,17.28368326,17.44743417,16.84040609,17.85126779,15.57829764,15.4318678,17.89665687,18.53234375,15.59931421,14.14850491,19.27934425,15.24012361,16.04993625
B_C04,Group2,16.24276385,11.12161472,11.34904917,12.97251925,18.6106184,15.67701928,18.32432182,14.1083099,16.18577312,14.23218239,20.01919108,20.75801057,17.77002037,15.80269589,14.86184988,,15.30021056,14.86395011,15.41528543,16.869743,16.97061976,15.95140037,17.27717098,16.46777159,14.15031799,14.15086746,20.16658991,11.74637322,13.78989709,18.39475399,18.22072565,13.29575495,13.79064312,17.9556131,16.0241779,14.58237674,14.76491357,14.68951173,16.21810176,16.92742219,15.97097959,16.69075072,15.95878819,16.61375514,21.55656653,14.49949255,15.23844953,12.60421194,15.06405267,18.20833568,15.34366072,19.42170562,15.53490267,16.72248826,16.63538099,17.47145056,18.59181228,18.61726248,16.26809755,17.38255982,16.43588147,18.16812222,23.12488928,16.68339097,13.65234298,,15.09950017,17.18406718
B_C44,Group2,15.98477179,11.30826171,11.07619401,13.85604651,16.81804951,15.641163,16.95037555,13.795068,17.81205481,16.76549561,21.59410616,18.05318998,16.84019905,16.15855758,15.17702357,18.25059968,15.48062864,14.83873796,15.72870115,16.24847591,14.99409417,16.310106,17.36588793,18.17038044,17.32144081,14.17678302,,10.75957927,13.07332974,17.35475,18.39429835,12.00537682,14.57444252,17.29732683,16.43999012,15.92811808,15.13794687,14.69413931,15.71132893,16.57268485,17.08918341,17.78092564,16.80816455,16.53914006,20.83981725,15.52068987,14.79716055,14.07881791,15.05268915,16.21382223,23.43735418,,15.86136912,16.83164424,18.4813436,17.09646983,19.54909778,18.48260399,17.18817043,16.84973916,15.51772581,18.94104943,18.71114196,14.57419071,16.08447971,18.9326565,15.19689246,17.23091672
B_C43,Group2,14.93598342,11.15614134,9.867019204,13.8692774,18.23496832,16.86887892,17.99927418,13.89611224,17.38578491,16.90128061,17.7166707,23.22642695,,15.79232909,15.96952554,,17.5424303,15.57410121,15.21807509,12.95980773,15.77560795,16.50429596,19.28145038,19.44129016,15.71891705,13.75450376,17.75249877,11.15721807,13.63532865,17.17523182,20.47651697,13.06673186,13.02626811,16.2138213,16.99311222,16.03851091,15.60366455,14.85230944,15.49747412,16.94409972,16.31488992,17.27021555,15.76714814,16.9379286,20.49193088,15.629595,15.46643974,14.94064433,16.25345016,14.5806071,16.07831266,,17.74239083,17.94706491,18.21455075,17.11349715,16.55600158,17.56680674,16.99903999,16.69823794,18.11241146,17.90143533,17.60823084,14.65147252,14.69487916,17.41881472,17.1582182,
B_C06,Group2,14.37998438,12.97620317,20.69239013,11.25602347,14.47846657,14.01690114,15.95040969,13.18611955,16.52753722,12.63969382,17.69494323,16.91185063,17.92940598,16.43949808,13.73299416,14.40497522,13.9931488,13.61374668,18.24622303,15.58794121,15.93257091,15.59718687,17.62103712,17.46057671,13.40222188,12.335552,19.039135,10.58324355,12.70615546,17.07266316,17.83621717,10.28489133,13.03562899,16.44393501,13.81159767,13.0480244,13.94113,13.71613396,15.47664981,15.51188142,15.20827982,15.87775243,14.34464385,15.32282695,20.35128069,13.70296653,13.93306119,14.21564019,13.32970613,15.87424003,15.70625086,17.9699267,14.77159069,15.1201861,18.5520425,16.05685043,15.83977991,17.14590653,16.05748614,15.16426296,15.45217146,18.51703432,15.77419994,14.99129516,14.89905711,17.704381,14.22813589,15.57926628
B_C57,Group2,16.29341302,11.7331603,16.3010803,13.30316615,16.75644312,17.71165022,18.89179806,14.35669084,17.11918297,14.6278159,19.49415974,18.01069063,18.46979403,14.90880935,14.98163323,16.69665605,18.78608182,15.36394709,15.49228555,15.54591054,17.00654822,16.0634252,17.23305887,17.00925245,15.32521644,14.00506601,17.53695028,11.24356427,13.89862787,21.93712254,17.46664897,11.65627169,13.30607065,17.10740849,14.96577871,15.36145272,16.60671434,14.7776199,17.33627885,17.54684232,15.85194377,16.85748477,15.90305942,16.3484801,21.00184333,15.34821055,15.14999931,13.96949915,15.62039273,15.83864945,15.94538448,19.69141475,15.16978146,15.85884015,18.03265348,17.54621109,17.81728388,17.37424239,17.35553723,18.03384499,16.39205996,19.13877354,18.35046687,15.48838569,14.44546007,18.25640663,17.29894958,16.70413258
B_C89,Group2,15.15062761,10.94756879,13.87467774,13.12624705,17.02219062,16.10893854,16.61614981,14.39227823,16.53047905,14.15017341,20.55161542,17.12939926,17.80649831,15.45120527,14.80781852,18.95384396,16.72980148,15.83114354,15.93496647,14.610435,16.45535854,17.03308022,17.85726833,17.5924496,15.82210661,14.13740277,17.50819249,10.51999267,14.44221931,17.93676235,18.58212721,12.67890324,13.51938284,18.59646347,15.25037593,16.79961679,15.58777698,15.39224125,15.95947017,17.01189917,15.37414171,17.63230942,15.77598439,16.95743248,19.97478341,14.39988878,15.12748484,14.49089734,14.87042627,15.06680413,15.50156219,20.60686723,13.41141009,15.1362485,15.87218008,17.47859371,17.69400911,16.85384321,16.61146561,15.72016879,15.0920173,17.62201666,18.57066921,15.29972207,13.19607738,18.42228096,14.5688016,15.44304631
B_C90,Group2,15.67839462,11.03981886,11.71358141,13.04168016,16.32959163,17.1545267,16.21373475,14.73354999,17.02859628,14.17893429,19.38802809,16.80925099,16.45021097,15.34694754,15.94194455,18.19168036,16.72890824,15.10985089,17.74603529,13.02226698,15.6359216,18.95143287,20.32450473,17.12215928,14.97653574,13.97393894,20.92434563,10.63414529,13.13354052,18.68788671,18.06778782,12.82252652,13.91753101,17.26598934,15.9744789,16.58046929,15.27726552,13.97700305,16.16552321,16.99818922,16.29872565,17.34314477,15.3833866,17.4002966,21.7033452,15.6272456,14.34637531,13.74097242,15.80993737,14.74841857,16.81966873,18.06719253,15.60026744,17.35035453,15.79398335,17.17587872,17.39828349,19.36164073,16.63592085,17.87906446,17.23622441,18.11804437,19.64974181,14.13387127,15.19561983,19.88603311,16.24294667,17.38367657
B_C55,Group2,15.17881928,12.51043052,11.19683009,13.39197778,17.28828896,16.05395942,19.50147011,14.4797875,15.78270214,13.46510136,17.41933898,19.54175675,17.83221542,16.30802762,15.31208798,18.51753848,17.05924145,15.52646653,15.29217752,13.8172482,15.48953282,16.33979928,19.15335093,18.20536935,14.705076,14.71490353,21.48854402,10.94515853,14.08639662,17.54864074,18.64476138,13.23244331,14.29013874,18.37638722,16.3270233,17.07503747,17.09991638,13.93013176,16.95536135,18.48303236,15.13441623,17.27888879,14.38044447,16.22281254,19.76780544,15.48045285,15.42743358,12.90737964,15.83792611,16.97753417,15.58902827,18.99938937,16.37778153,17.18154323,18.03659997,17.48861206,17.55763976,17.99849775,16.58994076,17.18849241,17.4891885,17.7686648,17.7273157,15.44813698,14.13066135,18.47717523,15.98489507,17.69822182
